query_product,query_leaf_category,precision@5,recall,average_precision
VDRIVE HEAVY NET / JALI_104 Sun Shade For Chevrolet Sail UVA,heavy net jali 104 sun shade chevro,1.0,0.006082725060827251,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Urbaano Bang Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Parv Collections Showpiece  -  9 cm,showpieces,1.0,0.04716981132075472,1.0
Wallmantra Extra Large Vinyl Stickers Sticker,stickers,1.0,0.03164556962025317,1.0
MODWARE HAPPINESS 1 Containers Lunch Box,happiness containers lunch box 550 ml,1.0,0.009633911368015413,1.0
Darcey Casual Printed Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
i-Static Universal Car Tablet Holder,car mobile holders,1.0,0.16129032258064516,1.0
Jadoo Collections Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
ACM Pouch for Oneplus One,mobile pouches,1.0,0.3333333333333333,1.0
Flippd FDLWP1214 Fashion Analog Watch  - For Women,wrist watches,1.0,0.013123359580052493,1.0
Value Bay VBCMF05 Ceramic Mug,vbcmf05 ceramic mug ml,1.0,0.009633911368015413,1.0
Clazz CB 35 L Backpack,cb 35 backpack purple grey,1.0,0.024390243902439025,1.0
R18Jewels-Fashion&U Princess Gorgeous Metal Bangle Set,bangles,1.0,0.016233766233766232,1.0
Change360° Full Sleeve Solid Women's Jacket,sleeve solid women jacket,1.0,0.7142857142857143,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Generix Micro USB OTG OTG Cable,micro usb otg otg cable white,1.0,0.005720823798627002,1.0
Femella Casual Sleeveless Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Furst USB Adapter with Cable For A7 Battery Charger,usb adapter cable a7 battery char,1.0,0.005720823798627002,1.0
Ocean 9 Solid Men's Polo T-Shirt,shirts,1.0,0.004105090311986864,1.0
Luba HH41 Stylo Analog Watch  - For Women,wrist watches,1.0,0.013123359580052493,1.0
WallDesign Small Vinyl Sticker,stickers,1.0,0.03164556962025317,1.0
CarReflection Black Fabric Car Pillow Cushion for Maruti Suzuki,black fabric car pillow cushion fo,1.0,0.006082725060827251,1.0
Allure Auto CM 2018 Car Mat Honda Accord,car mats,1.0,0.01160092807424594,1.0
Capdase Car Headrest Mount,car mobile holders,1.0,0.16129032258064516,1.0
Ruchiworld Marble Elephant Showpiece  -  3 cm,ethnic,1.0,0.038461538461538464,1.0
Wi-Bridge APW40-01,routers,1.0,0.032679738562091505,1.0
Klassik Animal Random Art Card Board Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
Karatcraft Escala Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Toons Printed Baby Boy's Round Neck T-Shirt,printed baby boy round neck shirt,1.0,0.012953367875647668,1.0
Norwood Striped Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Green Girgit Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Alvaro Polka Print Tie,ties,1.0,0.09803921568627451,1.0
Fame16 Women's Pyjama,women pyjama pack,1.0,0.45454545454545453,1.0
PRINT SHAPES I scare them first Laptop Skin with Mouse pad Combo Set,scare laptop skin,1.0,0.011013215859030838,1.0
Ishin Printed Women's Regular Skirt,skirts,1.0,0.11363636363636363,1.0
"Cotonex Black, White Cotton Kitchen Linen Set",black white cotton kitchen linen set,1.0,0.009124087591240875,1.0
TheLostPuppy Back Cover for Apple iPad Air 2,cases covers,1.0,0.007886435331230283,1.0
"DailyObjects Back Cover for Apple iPad 2, 3, 4",cases covers,1.0,0.007886435331230283,1.0
TP-LINK 300 Mbps Universal WiFi,routers,1.0,0.032679738562091505,1.0
Pearl Berry Rolling Pizza Cutter,pizza cutters,1.0,0.10416666666666667,1.0
Texco Girl's Vest,girl vest,1.0,0.0010113268608414239,1.0
BGS Alloy Crystal Bracelet,bracelets,1.0,0.02577319587628866,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
DressBerry Enamel Plated Metal Necklace,necklaces,1.0,0.003961965134706815,1.0
Kashana Fashions Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
MomToBe Women's A-line Green Dress,women line green dress,1.0,0.0010113268608414239,1.0
Adaa Sitting Nandi with Round Base Showpiece  -  4 cm,showpieces,1.0,0.04716981132075472,1.0
Retina Steering Mobile Holder,car mobile holders,1.0,0.16129032258064516,1.0
Provogue Slim Fit Men's Jeans,jeans,1.0,0.044642857142857144,1.0
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",cases covers,1.0,0.007886435331230283,1.0
Vivity Women's Plunge Bra,bras,1.0,0.006273525721455458,1.0
Marc N' Park Men's Printed Casual Shirt,men printed casual shirt,1.0,0.8333333333333334,1.0
Ploomz Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Oasis Wayfarer Sunglasses,sunglasses,1.0,0.16666666666666666,1.0
La Stella Women's Shift Dress,dresses,1.0,0.013966480446927373,1.0
ADIWALK ATOM Running Shoes,atom running shoes,1.0,0.0049504950495049506,1.0
Speedwav 77341 Handlebar,77341 handlebar gold,1.0,0.006082725060827251,1.0
Neo Gold leaf Fancy School Art Plastic Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Allure Auto CM 1000 Car Mat Chevrolet Optra,car mats,1.0,0.01160092807424594,1.0
Unravel India Showpiece  -  15 cm,showpieces,1.0,0.04716981132075472,1.0
Marc Royal Women Wedges,wedges,1.0,0.029069767441860465,1.0
Bond Beatz Zipper With Excellent Sound Wired Headset,zipper excellent sound wired hea,1.0,0.005720823798627002,1.0
WallDesign Small Vinyl Sticker,stickers,1.0,0.03164556962025317,1.0
Alisha Solid Women's Cycling Shorts,shorts,1.0,0.1,1.0
Kaira Women's Bandage Dress,dresses,1.0,0.013966480446927373,1.0
Besiva Women's Solid Formal Shirt,shirts,1.0,0.004105090311986864,1.0
Jewelizer Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Funcart Party Time  - Food Grade Plastic,baby spoons forks,1.0,0.012953367875647668,1.0
Channel Nine by Channel Nine - Seamless Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
Ajaero Slim Fit Women's Light Blue Jeans,jeans,1.0,0.044642857142857144,1.0
Sapphire Diaries 2016 Regular Diary Hard Bound,planners organisers,1.0,0.021645021645021644,1.0
Puma Primary 3 L Backpack,backpacks,1.0,0.11904761904761904,1.0
Redex Cat-eye Sunglasses,sunglasses,1.0,0.16666666666666666,1.0
TheLostPuppy Back Cover for Apple iPad Air 2,cases covers,1.0,0.007886435331230283,1.0
Anuradha Art Antique Golden Polished Brooch,antique golden polished brooch gold,1.0,0.0017686593562079944,1.0
Jovan Satisfaction and Musk Combo Set,combos,1.0,0.016181229773462782,1.0
Muquam Stretchable Bandeau Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
Aaina Home Decor Cloth Journal,cloth journal set seablue,1.0,0.021645021645021644,1.0
Mera Toy Shop Audi Q7 White,remote control toys,1.0,0.45454545454545453,1.0
Anuradha Art Silver Polished Brooch,silver polished brooch gold,1.0,0.38461538461538464,1.0
Swiss Charger Cable de synchro micro USB USB Cable,cables,1.0,0.7142857142857143,1.0
Himmlisch ST381 Magnetic Sun Shade For Maruti Alto,st381 magnetic sun shade maruti al,1.0,0.006082725060827251,1.0
720 Armour Hitman Asian Fit T948B2-18-H-P Sports Goggles,hitman asian fit t948b2 18 sports,1.0,0.037037037037037035,1.0
Channel Nine Pack of 2 Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
Rute Floral Print Women's Round Neck T-Shirt,polos shirts,1.0,0.12195121951219512,1.0
Smartcraft Generic Netted Art Cloth Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
baaamboos Men's Solid Formal Shirt,formal shirts,1.0,0.05102040816326531,1.0
PRINT SHAPES Asus logo yellow stripes Laptop Skin with Mouse pad Combo Set,asus logo yellow stripes laptop ski,1.0,0.011013215859030838,1.0
My Foot Women Flats,flats,1.0,0.06097560975609756,1.0
Blackberrys Solid Single Breasted Casual Men's Blazer,solid single breasted casual men,1.0,0.0010113268608414239,1.0
Visaga Bella Glass Necklace,necklaces,1.0,0.003961965134706815,1.0
Furnstyl Maxwell Fabric 1 Seater Sofa,sofas sectionals,1.0,0.12195121951219512,1.0
S4S Printed Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Shortkut enterprises 510 Mobile/Tablet Speaker,510 mobile tablet speaker,1.0,0.005720823798627002,1.0
Lapguard Acer Aspire 7535Gzm-82_90 90 Adapter,adapters,1.0,0.4166666666666667,1.0
Foot Candy Girls Sandals,girls sandals,1.0,0.5,1.0
WallDesign Small Vinyl Sticker,stickers,1.0,0.03164556962025317,1.0
NE Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Wallmantra Extra Large Vinyl Stickers Sticker,stickers,1.0,0.03164556962025317,1.0
Storite Portable Flexible Stick Dimmable Touch Switch 10 Super Bright B015CK4PI0 USB Led Light,usb gadgets,1.0,0.04132231404958678,1.0
Molife M-SLTG-HONOR6PLUS Tempered Glass for Huawei Honor 6 Plus,screen protectors,1.0,0.16666666666666666,1.0
Madaam NonPadded Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
Shopaholic Doraemon Cartoon Art Plastic Pencil Box,pencil boxes,1.0,0.08064516129032258,1.0
TheLostPuppy Back Cover for Apple iPad Air 2,cases covers,1.0,0.007886435331230283,1.0
DailyObjects Back Cover for Apple iPad Mini/Retina Display,cases covers,1.0,0.007886435331230283,1.0
Sonpra Baby Boy's Bodysuit,bodysuits,1.0,0.012953367875647668,1.0
Meee Women's Empire Waist Dress,dresses,1.0,0.013966480446927373,1.0
Mentiezi Printed Tie,ties,1.0,0.09803921568627451,1.0
Fieesta Plaza Analog 32 cm Dia Wall Clock,wall clocks,1.0,0.09803921568627451,1.0
ACM Pouch for Leeco Letv Le Max 2,pouch leeco letv le max black,1.0,0.005720823798627002,1.0
Arden Quoddy Boots,casual shoes,1.0,0.03067484662576687,1.0
SHOPMANIA DESIGNER NOTEBOOK A5 Notebook Spiral Bound,designer notebook a5 notebook spiral,1.0,0.7142857142857143,1.0
Loomkart Checkered Single Blanket Multicolor Tartan,blankets quilts dohars,1.0,0.03424657534246575,1.0
SHOPOJ Women Wedges,wedges,1.0,0.029069767441860465,1.0
Voylla Artificial Classic Textured Silver Plated Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
"ShowTime Women's Full Coverage, T-Shirt Bra",bras,1.0,0.006273525721455458,1.0
Portia Polka Print Trendy Cap,caps,0.0,0.0,0.0
narayan export Analog Wall Clock,analog wall clock classic natura,1.0,0.006711409395973154,1.0
Mothercare Printed Polo T-Shirt,printed polo shirt,1.0,0.0010113268608414239,1.0
Vaishna Pro Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Kelvinator 190 L Direct Cool Single Door Refrigerator,190 direct cool single door refrige,1.0,0.23809523809523808,1.0
Tia by Ten on Ten Funky Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
"Silver Kartz Beach Sky Blue Wayfarer, Rectangular Sunglasses",beach sky blue wayfarer rectangula,1.0,0.16666666666666666,1.0
"Unique Fashion Self Design Girl's Lehenga, Choli and Dupatta Set",self design girl lehenga choli,1.0,0.0010113268608414239,1.0
Sugar Her Casual Full Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
"Voylla Metal, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
Thelostpuppy Book Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
LADY STARK Women's Maxi Dress,dresses,1.0,0.013966480446927373,1.0
Prithish Be Calm.Stay Chill. Good Vibes. Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Origin Sport Solid Men's V-neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Surprise Gifts 0024 Key Chain,0024 key chain,1.0,0.021645021645021644,1.0
Neo Gold leaf Fancy School Art Plastic Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
Nuteez Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
"Foolzy 13 in 1 Nail Care Personal Pedicure Set, Travel & Grooming Kit",manicure kits,1.0,0.4166666666666667,1.0
"Sherie MD SP150 Deodorant Spray  -  For Boys, Men, Girls, Women",md sp150 deodorant spray boys,1.0,0.00865051903114187,1.0
Loomkart Multicolor Cotton Dhurrie,multicolor cotton dhurrie 120 cm 18,1.0,0.5,1.0
Oviyon Printed Men's V-neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
TRENDnet N150 Wireless Router,routers,1.0,0.032679738562091505,1.0
Saashiwear Hand-Held Bag,hand bags,1.0,0.2631578947368421,1.0
Wild Stone Forest Spice And Ultra Sensual Combo Set,combos,1.0,0.016181229773462782,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
"Denver Brave,Force Gift Set  Combo Set",combos,1.0,0.016181229773462782,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Cottinfab Women's Checkered Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Prithish Ganpati Bappa Design5 Double Color Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Ladies Zone Women Wedges,wedges,1.0,0.029069767441860465,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Tapawire Flexible Portable Lamp H08 USB Led Light,usb gadgets,1.0,0.04132231404958678,1.0
Navaksha Necktie Men's  Combo,men clothing,1.0,0.18518518518518517,1.0
Welwear Checkered Basic Cap,checkered basic cap,1.0,0.0010113268608414239,1.0
Pet Club51 PC278 M Pet Bed,furniture,1.0,0.08771929824561403,1.0
Oviyon Embroidered Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Foot Candy Women Heels,heels,1.0,0.04424778761061947,1.0
Allure Auto CM 203 Car Mat Mahindra Scorpio,car mats,1.0,0.01160092807424594,1.0
ESIDON AKADA14 Analog Watch  - For Women,akada14 analog watch women,1.0,0.012048192771084338,1.0
Friendz Ceramic Necklace,necklaces,1.0,0.003961965134706815,1.0
NJ Metal Yellow Gold Bangle Set,bangles,1.0,0.016233766233766232,1.0
Chicopee Women Flats,flats,1.0,0.06097560975609756,1.0
DailyObjects Back Cover for Apple iPad Mini/Retina Display,cases covers,1.0,0.007886435331230283,1.0
Fs Mini Klub Printed Baby Boy's Round Neck T-Shirt,printed baby boy round neck shirt,1.0,0.012953367875647668,1.0
Miss Chase Women's High Low Dress,dresses,1.0,0.013966480446927373,1.0
SARK 2 in 1 Bib Cock with Flange Faucet Set,bib cock flange faucet set,1.0,0.07352941176470588,1.0
Adorn Women Heels,heels,1.0,0.04424778761061947,1.0
Okane Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Radiant Bay Pretty Me White Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Cinderella Women's Nighty,women nighty nighty,1.0,0.0010113268608414239,1.0
From the Ramp Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Allure Auto CM 777 Car Mat Maruti 800,car mats,1.0,0.01160092807424594,1.0
Retina Universal For Bike Two Wheeler Cover,universal bike wheeler cover black,1.0,0.006082725060827251,1.0
AAO+ Aviator Sunglasses,sunglasses,1.0,0.16666666666666666,1.0
Shwetna.com Embroidered Women's Straight Kurta,embroidered women straight kurta,1.0,0.0010113268608414239,1.0
"SG Ecolite Batting Gloves (Boys, White)",ecolite batting gloves boys white,1.0,0.037037037037037035,1.0
Manirathnum Green Onyx Gemstone Silver Ring Sterling Silver Onyx Brass NA K Ring,green onyx gemstone silver ring ster,1.0,0.0017686593562079944,1.0
Super Hornet Fighter Aircraft Poster Paper Print,super hornet fighter aircraft poster paper print,1.0,0.006711409395973154,1.0
Bombay High Women's Printed Formal Shirt,shirts,1.0,0.004105090311986864,1.0
Ursense Half Sleeve Solid Women's Sweatshirt,sweatshirts,1.0,0.08333333333333333,1.0
Trends On Wall Panihari Acrylic Painting,panihari acrylic painting inch,1.0,0.006711409395973154,1.0
Jewel Touch Twist and Turn Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Karatcraft Dyumna Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
DeStudio Tiny Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Loomkart Multicolor Cotton Dhurrie,multicolor cotton dhurrie 120 cm 18,1.0,0.5,1.0
Jewelizer Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
OK Small Kadhai 1.5 L,woks kadhais,1.0,0.06944444444444445,1.0
DeDe'S Casual Floral Print Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Ruchiworld marble elephant Showpiece  -  3 cm,ethnic,1.0,0.038461538461538464,1.0
Trinklets Bring on the Bling Metal Necklace,necklaces,1.0,0.003961965134706815,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
Ira Soleil Solid Women's Tunic,solid women tunic,1.0,0.0010113268608414239,1.0
NELL Women Sandals,women sandals,1.0,0.0049504950495049506,1.0
Roadster Solid Round Neck Casual Men's Sweater,sweaters pullovers,1.0,0.7142857142857143,1.0
Vetra E00TY09 Multifunction Car Tray For Maruti Dezire Cup Holder Car Tray Table,e00ty09 multifunction car tray maruti,1.0,0.006082725060827251,1.0
Allure Auto CM 390 Car Mat Skoda Rapid,car mats,1.0,0.01160092807424594,1.0
Sapatos Plain Single Duvet White,blankets quilts dohars,1.0,0.03424657534246575,1.0
Engage Blush and Drizzle Combo Set,combos,1.0,0.016181229773462782,1.0
"Kumi Women's Solid Casual, Festive, Party Shirt",shirts,1.0,0.004105090311986864,1.0
Allure Auto CM 262 Car Mat Tata Sumo,car mats,1.0,0.01160092807424594,1.0
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",cases covers,1.0,0.007886435331230283,1.0
Bio kid Full Sleeve Printed Girl's Sweatshirt,sleeve printed girl sweatshirt,1.0,0.0010113268608414239,1.0
Marvel Cotton Bath Towel,baby bath towels,1.0,0.38461538461538464,1.0
Offspring Printed Single Wrapper Multicolor,baby blankets,1.0,0.35714285714285715,1.0
BlueStone The Trion Yellow Gold Diamond 14 K Ring,rings,1.0,0.008635578583765112,1.0
Galz4ever Stunning Golden Chocker Alloy Choker,necklaces,1.0,0.003961965134706815,1.0
Fashnopolism Women Wedges,wedges,1.0,0.029069767441860465,1.0
Ruhaan's Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Jewel Paradise Brass Plated Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Nexus NX_7591 Analog Watch  - For Women,wrist watches,1.0,0.013123359580052493,1.0
Willmore Bone Necklace,necklaces,1.0,0.003961965134706815,1.0
Maxima 14758CPGY Mac Gold Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
"TSG Breeze Casual Sleeveless, Short Sleeve Solid Women's Top",tops,1.0,0.015015015015015015,1.0
Sapatos Plain Single Duvet Brown,blankets quilts dohars,1.0,0.03424657534246575,1.0
Samriddhivastu asthdhatu swastik pyramid Showpiece  -  10 cm,ethnic,1.0,0.038461538461538464,1.0
Maxima 20981LMGI Attivo Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Kasturi Women's Checkered Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Bracevor Laptop Case for Apple Macbook Air 13.3 inch,cases covers,1.0,0.007886435331230283,1.0
Ciemme 0.08 CT Women's Circle Of Love Relation Promise Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Aero Care Royal Image Brown Combo Set,combos,1.0,0.016181229773462782,1.0
Ocean Race Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
I Am For You Casual Full Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Lumiere Swarovski Studded Chappals Women Flats,flats,1.0,0.06097560975609756,1.0
GIA Metal Necklace,necklaces,1.0,0.003961965134706815,1.0
Nike Up Or Down Combo Set,combos,1.0,0.016181229773462782,1.0
Sonata 7036YL02 Watch,wrist watches,1.0,0.013123359580052493,1.0
Atlantic Garden Orchid Pots Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Adidas Solid Men's Track Top,solid men track,1.0,0.0010113268608414239,1.0
Style HD Men Sandals,men sandals,1.0,0.4166666666666667,1.0
First Smart Deal Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Numero Uno Solid Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Oviyon Printed Men's V-neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
"Merchant eshop Boys, Men, Girls, Women",boys men girls women yellow,1.0,0.012048192771084338,1.0
SHOPMANIA DESIGNER NOTEBOOK A5 Notebook Spiral Bound,designer notebook a5 notebook spiral,1.0,0.7142857142857143,1.0
The Fine World Victorian Pattern For Girls Brass Zircon Metal Drop Earring,earrings,1.0,0.06756756756756757,1.0
